customer_id,gender,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,churn,source
Q279060,Female,18,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One year,No,Electronic Check,240.11,Yes,WGU
V840276,Male,3,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),174.98,No,WGU
B248010,Female,6,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One year,No,Electronic Check,169.94,No,WGU
C805115,Male,5,Yes,Yes,None,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic Check,162.51,Yes,WGU
D89225,Female,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,119.96,No,WGU
X904034,Male,5,No,No,Fiber Optic,No,No,No,No,Yes,No,Month-to-month,No,Bank Transfer(automatic),137.44,No,WGU
B148329,Female,8,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit Card (automatic),207.47,No,WGU
X914490,Female,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank Transfer(automatic),149.97,No,WGU
U120690,Male,20,Yes,No,None,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic Check,225.18,No,WGU
F116821,Female,16,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,232.64,Yes,WGU
X389713,Male,16,Yes,No,None,No,No,No,Yes,Yes,No,Month-to-month,No,Credit Card (automatic),117.47,No,WGU
M379067,Male,12,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic Check,137.47,No,WGU
A81135,Female,16,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic Check,220.13,No,WGU
V280043,Female,21,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank Transfer(automatic),124.96,No,WGU
U169694,Female,5,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank Transfer(automatic),199.99,No,WGU
N162822,Female,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank Transfer(automatic),159.95,Yes,WGU
K618387,Female,5,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic Check,245.15,Yes,WGU
D944092,Female,10,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit Card (automatic),255.16,Yes,WGU
F908532,Female,3,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Two year,No,Bank Transfer(automatic),134.95,No,WGU
K380097,Male,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit Card (automatic),159.95,Yes,WGU
R717119,Male,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank Transfer(automatic),139.99,No,WGU
X978383,Male,6,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-to-month,No,Bank Transfer(automatic),179.95,Yes,WGU
L693606,Female,9,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit Card (automatic),127.47,No,WGU
Q486994,Female,5,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit Card (automatic),232.64,Yes,WGU
R463442,Male,12,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank Transfer(automatic),195.01,Yes,WGU
O40995,Male,5,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),267.64,Yes,WGU
I933613,Female,18,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Two year,No,Mailed Check,149.96,No,WGU
O900811,Female,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank Transfer(automatic),220.11,Yes,WGU
F269503,Female,16,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed Check,157.48,No,WGU
V549313,Female,8,Yes,No,None,No,No,No,Yes,No,Yes,Two year,No,Electronic Check,127.47,No,WGU
Y254714,Female,24,Yes,No,None,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic Check,139.98,No,WGU
C125388,Male,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,255.13,Yes,WGU
D901316,Female,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed Check,194.97,Yes,WGU
H906834,Female,13,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed Check,179.97,No,WGU
W551882,Male,17,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit Card (automatic),174.98,Yes,WGU
D402022,Male,20,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic Check,187.61,No,WGU
M545162,Female,12,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic Check,169.94,No,WGU
C459569,Female,3,Yes,Yes,None,Yes,No,No,No,No,No,Month-to-month,No,Credit Card (automatic),115.0,No,WGU
O226386,Male,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic Check,152.46,Yes,WGU
G954415,Female,5,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,207.61,Yes,WGU
E475593,Female,23,Yes,Yes,None,No,Yes,Yes,No,No,No,Month-to-month,No,Credit Card (automatic),147.5,No,WGU
D160442,Male,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit Card (automatic),200.12,No,WGU
J757606,Male,13,Yes,Yes,None,Yes,Yes,No,No,No,No,One year,Yes,Bank Transfer(automatic),137.5,No,WGU
E791178,Female,12,Yes,Yes,None,No,Yes,No,No,No,No,Two year,No,Electronic Check,134.98,No,WGU
U451201,Male,2,Yes,No,Fiber Optic,No,No,No,No,No,Yes,One year,No,Bank Transfer(automatic),147.44,No,WGU
Z817431,Male,2,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed Check,197.49,No,WGU
A295468,Female,14,Yes,Yes,None,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank Transfer(automatic),162.53,No,WGU
S986240,Female,15,Yes,No,None,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank Transfer(automatic),210.15,Yes,WGU
H472673,Male,4,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic Check,159.97,Yes,WGU
H146363,Male,10,No,No,None,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,190.17,Yes,WGU
S596844,Female,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic Check,202.65,Yes,WGU
K458306,Female,12,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank Transfer(automatic),134.95,No,WGU
N279711,Male,2,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic Check,142.5,No,WGU
P760514,Nonbinary,7,Yes,No,None,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic Check,115.0,No,WGU
H849889,Female,7,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit Card (automatic),232.62,Yes,WGU
R379090,Male,11,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),242.63,Yes,WGU
L187290,Male,3,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic Check,202.44,Yes,WGU
X525693,Female,9,Yes,Yes,None,No,No,No,Yes,No,No,Two year,Yes,Electronic Check,124.99,No,WGU
T515102,Male,10,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic Check,174.98,No,WGU
V571104,Male,15,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,225.15,Yes,WGU
V824084,Female,24,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed Check,275.13,Yes,WGU
L189856,Male,11,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit Card (automatic),287.64,Yes,WGU
D07066,Male,11,Yes,No,None,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic Check,177.65,Yes,WGU
N584184,Female,7,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit Card (automatic),220.11,Yes,WGU
K578402,Male,2,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed Check,197.52,Yes,WGU
Y413092,Female,2,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,One year,No,Bank Transfer(automatic),194.97,No,WGU
F980573,Male,9,Yes,No,None,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed Check,175.13,Yes,WGU
I581177,Male,2,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic Check,147.48,Yes,WGU
U469398,Female,12,Yes,Yes,None,No,Yes,No,No,No,No,Two year,Yes,Electronic Check,134.98,No,WGU
I85282,Female,3,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,One year,No,Mailed Check,157.48,No,WGU
Z317359,Female,10,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit Card (automatic),255.14,No,WGU
I981930,Female,10,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Two year,Yes,Mailed Check,137.44,No,WGU
N227355,Male,23,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed Check,235.16,No,WGU
E805998,Male,5,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed Check,147.46,Yes,WGU
J633340,Female,7,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed Check,232.64,Yes,WGU
L762626,Male,21,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One year,Yes,Mailed Check,137.44,Yes,WGU
S206250,Female,2,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit Card (automatic),129.95,No,WGU
C917569,Female,4,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),242.63,Yes,WGU
L282757,Female,12,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed Check,187.61,Yes,WGU
D762674,Male,12,Yes,Yes,None,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed Check,232.65,Yes,WGU
N914081,Nonbinary,21,Yes,Yes,None,No,No,No,Yes,No,Yes,One year,Yes,Mailed Check,159.98,No,WGU
K905632,Female,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank Transfer(automatic),159.95,Yes,WGU
H247341,Female,11,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit Card (automatic),137.49,No,WGU
N02836,Female,1,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed Check,245.13,Yes,WGU
P742927,Male,13,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank Transfer(automatic),117.44,No,WGU
V109553,Female,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic Check,209.99,Yes,WGU
J227266,Female,19,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic Check,169.97,No,WGU
F881222,Female,10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic Check,197.47,No,WGU
O167724,Male,5,Yes,Yes,None,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank Transfer(automatic),137.52,Yes,WGU
Y554348,Male,12,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic Check,207.48,Yes,WGU
N800767,Nonbinary,8,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic Check,160.0,No,WGU
B363210,Female,15,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Two year,Yes,Electronic Check,147.48,No,WGU
P903407,Male,6,Yes,No,None,No,No,Yes,No,No,Yes,Two year,Yes,Credit Card (automatic),127.49,No,WGU
O825386,Male,18,Yes,No,None,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic Check,139.98,No,WGU
Q76170,Female,8,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,220.13,Yes,WGU
J04574,Nonbinary,4,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed Check,214.95,No,WGU
R620556,Female,11,Yes,No,None,No,No,Yes,Yes,No,Yes,One year,No,Electronic Check,140.0,No,WGU
S136763,Male,14,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic Check,270.16,Yes,WGU
J790219,Female,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic Check,202.44,Yes,WGU
O403373,Male,17,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit Card (automatic),172.47,No,WGU
S256934,Male,4,Yes,Yes,None,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic Check,137.47,Yes,WGU
F693121,Male,6,Yes,No,None,No,No,No,No,Yes,No,Two year,No,Bank Transfer(automatic),104.96,No,WGU
O154545,Male,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank Transfer(automatic),174.97,No,WGU
A745374,Male,4,No,No,None,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed Check,140.0,No,WGU
W893206,Male,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic Check,144.99,No,WGU
H113074,Female,10,Yes,No,None,No,Yes,Yes,No,No,No,One year,Yes,Electronic Check,115.0,No,WGU
J779911,Male,10,Yes,Yes,None,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit Card (automatic),172.48,Yes,WGU
Y832510,Male,9,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic Check,124.98,No,WGU
S528947,Male,9,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic Check,174.99,No,WGU
V592787,Female,8,Yes,No,None,No,No,No,Yes,No,No,Month-to-month,No,Credit Card (automatic),92.49,No,WGU
H283133,Male,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank Transfer(automatic),139.97,No,WGU
W884202,Male,2,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic Check,192.47,Yes,WGU
N447597,Male,14,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed Check,220.12,Yes,WGU
C416907,Female,7,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic Check,232.62,Yes,WGU
A51913,Female,4,Yes,Yes,None,Yes,No,No,No,Yes,Yes,One year,No,Credit Card (automatic),210.16,No,WGU
C742414,Female,3,Yes,No,Fiber Optic,Yes,No,No,No,No,No,One year,Yes,Credit Card (automatic),114.97,No,WGU
B773959,Female,14,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed Check,149.98,No,WGU
H691053,Female,15,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),184.99,Yes,WGU
V971650,Male,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic Check,132.48,No,WGU
L226598,Female,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),190.13,Yes,WGU
K730146,Male,6,Yes,No,None,No,No,No,Yes,No,No,Two year,Yes,Electronic Check,92.49,No,WGU
O894158,Female,23,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic Check,220.11,Yes,WGU
H307794,Male,1,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit Card (automatic),107.5,Yes,WGU
A318319,Female,21,Yes,Yes,None,No,Yes,No,No,No,Yes,Two year,No,Mailed Check,169.97,No,WGU
T369132,Female,11,Yes,Yes,None,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed Check,222.68,Yes,WGU
T638377,Female,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit Card (automatic),200.13,Yes,WGU
E369828,Male,12,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed Check,262.61,Yes,WGU
G948882,Male,2,Yes,Yes,None,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit Card (automatic),152.5,Yes,WGU
Y748946,Male,14,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed Check,202.64,No,WGU
O402306,Female,9,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic Check,127.48,No,WGU
D493050,Male,5,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank Transfer(automatic),159.98,No,WGU
D758871,Male,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic Check,124.96,Yes,WGU
F353304,Female,1,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed Check,252.62,Yes,WGU
X960330,Male,8,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed Check,104.98,No,WGU
O463102,Male,14,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic Check,204.96,Yes,WGU
W202562,Female,6,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank Transfer(automatic),245.15,Yes,WGU
B323829,Female,7,Yes,No,None,Yes,No,Yes,No,No,No,Two year,Yes,Bank Transfer(automatic),95.02,No,WGU
M790643,Female,9,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One year,No,Electronic Check,169.94,No,WGU
D555108,Male,5,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit Card (automatic),207.48,Yes,WGU
W839946,Female,3,No,No,None,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit Card (automatic),114.98,No,WGU
O511762,Female,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),232.64,Yes,WGU
B118954,Female,15,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit Card (automatic),225.13,No,WGU
N28336,Male,14,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic Check,212.64,Yes,WGU
B871043,Male,1,No,Yes,None,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic Check,152.5,Yes,WGU
S317408,Male,3,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank Transfer(automatic),134.95,Yes,WGU
S255098,Female,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,200.13,Yes,WGU
X426072,Female,9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank Transfer(automatic),197.47,No,WGU
W452692,Male,11,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic Check,192.46,No,WGU
F858862,Female,8,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit Card (automatic),162.47,Yes,WGU
L944489,Male,14,Yes,No,None,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed Check,222.66,Yes,WGU
K681982,Female,15,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic Check,114.95,No,WGU
F240900,Male,5,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed Check,182.45,Yes,WGU
R164095,Male,3,Yes,No,None,Yes,No,No,Yes,No,No,Two year,No,Electronic Check,95.01,No,WGU
O534672,Male,2,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank Transfer(automatic),172.46,Yes,WGU
K473134,Female,2,Yes,No,None,Yes,No,No,No,Yes,Yes,Two year,No,Mailed Check,177.65,No,WGU
W211742,Male,6,Yes,Yes,None,No,No,No,No,Yes,Yes,One year,Yes,Mailed Check,207.64,No,WGU
H500107,Female,5,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic Check,220.12,Yes,WGU
E998043,Female,10,Yes,Yes,None,No,No,No,No,Yes,No,Two year,Yes,Mailed Check,137.47,No,WGU
E965565,Female,12,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic Check,159.97,Yes,WGU
S332430,Female,25,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two year,No,Bank Transfer(automatic),182.47,No,WGU
L596007,Male,10,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed Check,129.98,No,WGU
R760429,Male,8,Yes,Yes,None,No,No,No,No,No,No,Month-to-month,No,Bank Transfer(automatic),112.48,Yes,WGU
N954926,Male,5,Yes,No,None,No,No,Yes,No,No,Yes,One year,Yes,Electronic Check,127.49,No,WGU
Z164087,Male,14,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank Transfer(automatic),162.47,No,WGU
Z714373,Male,12,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank Transfer(automatic),154.96,Yes,WGU
E862109,Male,18,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed Check,194.98,No,WGU
S777773,Male,8,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One year,No,Credit Card (automatic),192.49,No,WGU
K974970,Male,22,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic Check,162.45,No,WGU
S411723,Female,2,Yes,No,None,Yes,No,No,No,Yes,No,Two year,Yes,Electronic Check,107.48,No,WGU
C867654,Male,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic Check,142.48,Yes,WGU
V529956,Male,3,Yes,Yes,None,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic Check,165.02,Yes,WGU
L538003,Male,7,Yes,Yes,None,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic Check,125.01,No,WGU
P120818,Male,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit Card (automatic),139.99,Yes,WGU
H401803,Female,5,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,No,Electronic Check,112.46,No,WGU
W309763,Female,5,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed Check,212.62,Yes,WGU
X715086,Female,32,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank Transfer(automatic),182.46,No,WGU
L72577,Female,11,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit Card (automatic),159.95,Yes,WGU
R753498,Female,17,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank Transfer(automatic),245.15,No,WGU
U843827,Female,18,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed Check,149.98,No,WGU
L152937,Male,17,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit Card (automatic),184.97,Yes,WGU
D765207,Female,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,92.46,No,WGU
N700604,Female,10,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit Card (automatic),149.94,No,WGU
J316639,Male,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed Check,167.46,Yes,WGU
Y517622,Female,3,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic Check,197.52,Yes,WGU
P454810,Female,16,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic Check,152.49,Yes,WGU
H757186,Male,3,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed Check,162.48,Yes,WGU
A653303,Male,15,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed Check,262.61,Yes,WGU
J307751,Male,6,Yes,No,None,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank Transfer(automatic),190.17,Yes,WGU
N206516,Male,6,No,Yes,None,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank Transfer(automatic),187.51,Yes,WGU
W592004,Female,7,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic Check,212.64,Yes,WGU
Q445599,Male,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic Check,104.96,No,WGU
P651840,Male,4,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic Check,232.64,Yes,WGU
F902621,Male,10,Yes,No,None,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed Check,142.5,No,WGU
K455778,Male,11,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic Check,277.64,Yes,WGU
H686155,Female,2,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed Check,112.46,No,WGU
G769178,Male,9,Yes,No,Fiber Optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit Card (automatic),220.12,Yes,WGU
V150452,Female,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed Check,139.95,Yes,WGU
P688672,Female,1,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit Card (automatic),184.98,No,WGU
I31591,Male,3,Yes,No,None,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic Check,210.14,Yes,WGU
W339489,Nonbinary,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic Check,142.47,No,WGU
Y795644,Female,3,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic Check,160.0,No,WGU
Z42949,Male,32,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic Check,127.48,No,WGU
K702957,Male,13,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed Check,162.45,No,WGU
U27325,Female,19,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank Transfer(automatic),172.46,No,WGU
N804575,Female,9,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank Transfer(automatic),255.16,No,WGU
P54060,Female,4,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank Transfer(automatic),184.98,Yes,WGU
L363925,Male,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit Card (automatic),175.01,Yes,WGU
S253484,Male,4,Yes,No,Fiber Optic,No,No,No,No,No,No,One year,Yes,Bank Transfer(automatic),112.46,No,WGU
